Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71991306,2,"Tuesday, May 14, 2013 09:39:09 UTC",40.4587,-121.5483,1.9,5.80,16,"Lassen Peak area, California"
ak,10714920,3,"Tuesday, May 14, 2013 09:34:40 UTC",58.6760,-152.5559,3.3,70.60,80,"Kodiak Island region, Alaska"
mb,13647362,2,"Tuesday, May 14, 2013 09:27:49 UTC",45.6094,-111.7398,2.2,8.30,32,"western Montana"
ak,10714917,2,"Tuesday, May 14, 2013 09:19:54 UTC",60.9963,-147.4695,2.0,15.00,32,"Southern Alaska"
us,c000gwaa,6,"Tuesday, May 14, 2013 09:18:32 UTC",-27.8670,-66.6345,4.5,188.80,20,"Catamarca, Argentina"
nc,71991301,0,"Tuesday, May 14, 2013 09:15:28 UTC",37.7427,-122.1632,1.2,8.10,12,"San Francisco Bay area, California"
ak,10714915,2,"Tuesday, May 14, 2013 09:11:04 UTC",51.5627,-177.2962,1.8,49.60,11,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60023572,2,"Tuesday, May 14, 2013 09:09:09 UTC",37.1003,-112.1437,1.1,20.90, 9,"Utah"
uu,60023567,4,"Tuesday, May 14, 2013 09:00:26 UTC",37.0997,-112.1465,1.7,19.60,12,"Utah"
mb,13758562,2,"Tuesday, May 14, 2013 08:46:19 UTC",45.6121,-111.7365,2.7,9.50,46,"western Montana"
pr,13134001,0,"Tuesday, May 14, 2013 08:43:56 UTC",18.5069,-64.9383,2.0,18.00, 5,"Virgin Islands region"
ak,10718598,2,"Tuesday, May 14, 2013 08:36:38 UTC",55.6744,-160.0769,2.1,81.40,10,"Alaska Peninsula"
us,c000gw9g,6,"Tuesday, May 14, 2013 08:36:28 UTC",-6.5403,129.8789,4.7,148.30,33,"Banda Sea"
ci,15342457,4,"Tuesday, May 14, 2013 08:34:41 UTC",33.9387,-116.6250,1.1,14.40,39,"Southern California"
ak,10714910,2,"Tuesday, May 14, 2013 08:34:39 UTC",58.7488,-153.8824,2.5,9.50,29,"Kodiak Island region, Alaska"
ak,10714904,2,"Tuesday, May 14, 2013 08:17:27 UTC",60.1832,-152.7041,2.7,109.60,78,"Southern Alaska"
uu,60023557,4,"Tuesday, May 14, 2013 08:15:28 UTC",37.1138,-112.1567,1.8,20.00,11,"Utah"
ci,15342449,4,"Tuesday, May 14, 2013 07:58:36 UTC",32.7827,-116.1257,2.1,8.30,48,"Southern California"
uu,60023547,4,"Tuesday, May 14, 2013 07:49:50 UTC",37.0952,-112.1168,2.5,15.30,20,"Utah"
ak,10718595,2,"Tuesday, May 14, 2013 07:35:59 UTC",63.3438,-151.2971,1.0,0.10,11,"Central Alaska"
ak,10714902,2,"Tuesday, May 14, 2013 07:35:53 UTC",61.3014,-151.5117,1.3,80.30,21,"Southern Alaska"
us,c000gw8y,7,"Tuesday, May 14, 2013 07:20:26 UTC",50.8914,178.8622,4.5,35.00,49,"Rat Islands, Aleutian Islands, Alaska"
ci,15342433,4,"Tuesday, May 14, 2013 07:17:35 UTC",36.6815,-117.7463,2.6,12.00,27,"Central California"
ak,10714893,2,"Tuesday, May 14, 2013 07:10:56 UTC",60.3811,-146.8587,1.9,9.00,36,"Southern Alaska"
ci,15342425,3,"Tuesday, May 14, 2013 06:59:50 UTC",36.0222,-117.6113,1.0,3.40,16,"Central California"
ci,15342417,2,"Tuesday, May 14, 2013 06:51:58 UTC",32.2090,-115.2585,2.6,17.80,12,"Baja California, Mexico"
nc,71991271,0,"Tuesday, May 14, 2013 06:51:57 UTC",37.4673,-118.5827,1.6,8.20,12,"Central California"
ci,15342409,4,"Tuesday, May 14, 2013 06:47:00 UTC",34.0273,-116.9830,2.0,19.60,84,"Southern California"
ak,10718591,2,"Tuesday, May 14, 2013 06:35:48 UTC",52.6252,-168.5818,2.0,6.40, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10714888,2,"Tuesday, May 14, 2013 06:30:25 UTC",63.0572,-149.6566,1.1,87.30,20,"Central Alaska"
ak,10718589,2,"Tuesday, May 14, 2013 06:23:15 UTC",61.8331,-149.9761,1.1,45.00,20,"Southern Alaska"
nc,71991246,3,"Tuesday, May 14, 2013 06:08:08 UTC",36.1355,-119.9798,1.9,9.50,65,"Central California"
nc,71991241,0,"Tuesday, May 14, 2013 06:07:38 UTC",37.6060,-122.4643,1.1,8.50, 9,"San Francisco Bay area, California"
ak,10714882,2,"Tuesday, May 14, 2013 06:03:22 UTC",62.1368,-152.1549,1.7,114.90,36,"Central Alaska"
ci,15342385,3,"Tuesday, May 14, 2013 05:46:53 UTC",33.0053,-116.3400,1.1,9.20,26,"Southern California"
nc,71991231,2,"Tuesday, May 14, 2013 05:29:26 UTC",35.7258,-121.1217,1.0,7.10,18,"Central California"
nm,051413a,A,"Tuesday, May 14, 2013 05:20:21 UTC",35.6203,-90.5497,2.8,9.90,16,"Arkansas"
ak,10714874,2,"Tuesday, May 14, 2013 05:19:07 UTC",63.3321,-151.3777,1.0,1.80,14,"Central Alaska"
nc,71991216,2,"Tuesday, May 14, 2013 05:07:06 UTC",39.0583,-123.0652,1.7,7.10,28,"Northern California"
ak,10714869,2,"Tuesday, May 14, 2013 04:59:44 UTC",63.1152,-151.4584,1.1,4.20,15,"Central Alaska"
ak,10714864,3,"Tuesday, May 14, 2013 04:50:23 UTC",63.3773,-151.3684,3.2,8.40,48,"Central Alaska"
ak,10714859,3,"Tuesday, May 14, 2013 04:47:57 UTC",52.4814,-174.1934,2.9,192.10,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714857,2,"Tuesday, May 14, 2013 04:44:16 UTC",59.7657,-152.9137,2.1,109.40,41,"Southern Alaska"
ak,10714852,2,"Tuesday, May 14, 2013 04:33:27 UTC",61.4972,-146.4411,1.2,30.40,20,"Southern Alaska"
ci,15342353,4,"Tuesday, May 14, 2013 04:18:33 UTC",36.1710,-117.8542,2.0,2.20,28,"Central California"
ak,10714847,2,"Tuesday, May 14, 2013 03:55:39 UTC",62.0677,-145.1075,1.2,15.40,10,"Central Alaska"
ci,15342345,4,"Tuesday, May 14, 2013 03:54:47 UTC",34.1900,-117.8155,1.0,13.40,12,"Greater Los Angeles area, California"
ak,10718577,2,"Tuesday, May 14, 2013 03:52:32 UTC",59.8445,-153.4152,1.8,131.80,25,"Southern Alaska"
ci,15342337,3,"Tuesday, May 14, 2013 03:45:05 UTC",32.8833,-116.2550,1.2,10.00,26,"Southern California"
ak,10714842,2,"Tuesday, May 14, 2013 03:40:57 UTC",61.3333,-145.9578,1.3,28.80,12,"Southern Alaska"
ci,15342329,4,"Tuesday, May 14, 2013 03:40:22 UTC",34.1900,-117.8168,1.6,12.60,42,"Greater Los Angeles area, California"
pr,13134000,0,"Tuesday, May 14, 2013 03:33:35 UTC",17.9006,-67.3087,2.7,8.00,14,"Puerto Rico region"
nc,71991431,2,"Tuesday, May 14, 2013 03:33:34 UTC",37.6568,-119.3740,1.0,8.60,21,"Central California"
ak,10718574,2,"Tuesday, May 14, 2013 03:13:04 UTC",63.2864,-150.4533,1.1,117.70,17,"Central Alaska"
ci,15342321,4,"Tuesday, May 14, 2013 03:07:43 UTC",34.1922,-117.6098,1.3,12.70,15,"Greater Los Angeles area, California"
ci,15342313,3,"Tuesday, May 14, 2013 03:01:47 UTC",33.3920,-116.3798,1.0,5.70,30,"Southern California"
ak,10718573,2,"Tuesday, May 14, 2013 02:55:59 UTC",58.7980,-153.9048,1.3,10.20, 9,"Kodiak Island region, Alaska"
ak,10714837,2,"Tuesday, May 14, 2013 02:55:53 UTC",61.1640,-146.9641,1.1,27.20,12,"Southern Alaska"
ci,15342305,3,"Tuesday, May 14, 2013 02:51:52 UTC",34.3258,-116.4590,1.3,8.60,24,"Southern California"
ak,10714833,2,"Tuesday, May 14, 2013 02:50:13 UTC",62.2162,-150.0361,1.3,11.60,13,"Central Alaska"
ak,10714831,2,"Tuesday, May 14, 2013 02:49:04 UTC",64.5491,-149.2807,1.5,13.40,21,"Central Alaska"
nc,71991186,0,"Tuesday, May 14, 2013 02:45:13 UTC",38.7590,-122.7192,1.2,1.50,16,"Northern California"
ak,10718569,2,"Tuesday, May 14, 2013 02:42:01 UTC",58.7792,-153.9696,1.8,6.00,14,"Kodiak Island region, Alaska"
ak,10714824,2,"Tuesday, May 14, 2013 02:39:39 UTC",58.7516,-153.8821,2.9,11.20,38,"Kodiak Island region, Alaska"
ak,10714815,4,"Tuesday, May 14, 2013 02:33:40 UTC",58.7678,-153.8857,4.4,12.40,115,"Kodiak Island region, Alaska"
uu,60023542,4,"Tuesday, May 14, 2013 02:33:31 UTC",39.4423,-111.2188,1.4,2.20,12,"Utah"
ak,10714814,2,"Tuesday, May 14, 2013 02:29:44 UTC",63.3225,-144.9466,1.1,9.00,14,"Central Alaska"
uu,60023532,2,"Tuesday, May 14, 2013 01:56:40 UTC",39.4352,-111.2190,1.2,1.70, 9,"Utah"
ak,10714800,2,"Tuesday, May 14, 2013 01:19:29 UTC",60.8662,-149.7367,1.4,38.20,26,"Kenai Peninsula, Alaska"
ak,10714789,2,"Tuesday, May 14, 2013 00:54:40 UTC",62.9966,-150.4396,1.7,89.30,23,"Central Alaska"
nc,71991586,2,"Tuesday, May 14, 2013 00:46:41 UTC",41.2837,-121.5560,1.6,5.00,15,"Northern California"
ak,10714779,2,"Tuesday, May 14, 2013 00:46:36 UTC",52.7781,-168.9493,3.6,23.80, 7,"Fox Islands, Aleutian Islands, Alaska"
nc,71991161,3,"Tuesday, May 14, 2013 00:38:28 UTC",37.3228,-121.6905,1.6,8.70,51,"Northern California"
hv,60499406,1,"Tuesday, May 14, 2013 00:37:58 UTC",19.5163,-155.7768,2.2,10.20,19,"Island of Hawaii, Hawaii"
us,c000gw27,E,"Tuesday, May 14, 2013 00:32:25 UTC",18.7482,145.2943,6.8,601.80,141,"Pagan region, Northern Mariana Islands"
ak,10718563,2,"Tuesday, May 14, 2013 00:31:46 UTC",59.9317,-152.9480,1.6,97.10,20,"Southern Alaska"
ak,10718562,2,"Tuesday, May 14, 2013 00:31:10 UTC",62.3140,-151.3926,1.3,94.20,20,"Central Alaska"
nc,71071674,2,"Tuesday, May 14, 2013 00:18:37 UTC",37.6397,-119.0278,1.3,3.90,15,"Long Valley area, California"
ak,10718561,2,"Tuesday, May 14, 2013 00:13:29 UTC",63.1057,-150.6179,1.0,111.50,12,"Central Alaska"
us,c000gw1s,6,"Tuesday, May 14, 2013 00:08:05 UTC",-18.0958,-175.1363,4.9,201.90,47,"Tonga"
us,c000gw1m,6,"Tuesday, May 14, 2013 00:05:39 UTC",31.1284,-104.7456,2.7,4.30,10,"western Texas"
uu,60023512,2,"Tuesday, May 14, 2013 00:02:04 UTC",39.4368,-111.2165,1.4,2.10,13,"Utah"
ci,37113924,2,"Monday, May 13, 2013 23:56:55 UTC",33.8290,-117.7128,1.2,7.90,16,"Greater Los Angeles area, California"
ci,15342225,6,"Monday, May 13, 2013 23:56:15 UTC",33.7370,-118.3885,1.8,16.80, 9,"San Pedro Channel, California"
us,c000gw1b,4,"Monday, May 13, 2013 23:37:13 UTC",-3.0367,130.2641,4.2,37.80,17,"Seram, Indonesia"
uw,60529562,2,"Monday, May 13, 2013 23:30:03 UTC",47.7420,-120.0465,2.0,6.00,10,"Washington"
ak,10717818,2,"Monday, May 13, 2013 23:24:16 UTC",62.9155,-149.6115,1.0,73.40,13,"Central Alaska"
us,c000gw0v,6,"Monday, May 13, 2013 23:10:47 UTC",2.7821,125.3098,4.9,155.50,56,"Kepulauan Sangihe, Indonesia"
ak,10714735,2,"Monday, May 13, 2013 23:06:49 UTC",65.0035,-147.4465,1.2,0.00, 8,"northern Alaska"
nc,71991106,2,"Monday, May 13, 2013 23:06:42 UTC",36.5658,-121.1188,1.5,7.10,28,"Central California"
ak,10714715,2,"Monday, May 13, 2013 22:35:00 UTC",62.8603,-148.1604,1.4,59.20,26,"Central Alaska"
ak,10714613,2,"Monday, May 13, 2013 22:21:44 UTC",61.6768,-150.7018,1.6,69.20,28,"Southern Alaska"
us,c000gvzj,7,"Monday, May 13, 2013 22:19:16 UTC",28.3954,51.7910,4.8,10.50,60,"southern Iran"
ak,10717813,2,"Monday, May 13, 2013 22:07:05 UTC",62.7252,-151.1735,1.2,82.70,15,"Central Alaska"
nc,71991081,0,"Monday, May 13, 2013 21:29:10 UTC",38.8207,-122.7640,1.2,2.20,19,"Northern California"
uw,60529487,1,"Monday, May 13, 2013 21:20:10 UTC",47.1103,-123.0150,1.1,0.00,10,"Puget Sound region, Washington"
nc,71991066,1,"Monday, May 13, 2013 21:15:30 UTC",38.8385,-122.8372,1.6,2.80,28,"Northern California"
pr,13133005,0,"Monday, May 13, 2013 21:13:34 UTC",17.8983,-67.3005,2.3,9.00, 7,"Puerto Rico region"
ak,10714586,2,"Monday, May 13, 2013 21:10:45 UTC",63.9288,-148.8760,1.2,0.00,12,"Central Alaska"
uu,60023482,4,"Monday, May 13, 2013 20:43:29 UTC",39.4178,-111.0698,1.8,1.00,22,"Utah"
ci,15342185,4,"Monday, May 13, 2013 20:40:40 UTC",33.1435,-116.5492,1.6,15.70,41,"Southern California"
ak,10714568,2,"Monday, May 13, 2013 20:39:13 UTC",55.0618,-159.4030,2.6,24.10, 9,"Alaska Peninsula"
ak,10714559,2,"Monday, May 13, 2013 20:29:06 UTC",63.6172,-149.8592,1.6,120.10,26,"Central Alaska"
ci,15342161,3,"Monday, May 13, 2013 20:09:21 UTC",33.9485,-115.9897,1.0,9.10,24,"Southern California"
ak,10714552,2,"Monday, May 13, 2013 20:01:01 UTC",61.2672,-151.0309,1.6,64.80,31,"Southern Alaska"
ci,15342137,4,"Monday, May 13, 2013 19:35:35 UTC",33.8510,-117.4880,1.2,0.00,20,"Greater Los Angeles area, California"
hv,60499351,1,"Monday, May 13, 2013 19:31:17 UTC",19.3953,-154.9903,1.7,3.70,20,"Hawaii region, Hawaii"
uw,60529417,1,"Monday, May 13, 2013 19:24:10 UTC",44.2477,-123.2405,1.7,0.00,15,"Oregon"
hv,60499336,2,"Monday, May 13, 2013 19:06:03 UTC",19.3842,-155.2840,1.8,2.70,17,"Island of Hawaii, Hawaii"
nn,00411719,1,"Monday, May 13, 2013 18:59:07 UTC",38.7697,-117.9687,1.8,5.00,15,"Nevada"
ak,10717808,3,"Monday, May 13, 2013 18:56:03 UTC",61.1425,-148.0973,1.0,0.00, 7,"Southern Alaska"
ak,10714515,3,"Monday, May 13, 2013 18:54:52 UTC",51.9036,-173.6298,2.0,27.00,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15342113,4,"Monday, May 13, 2013 18:54:00 UTC",33.2995,-116.2862,1.8,10.80,56,"Southern California"
ci,15342097,3,"Monday, May 13, 2013 18:27:18 UTC",34.4465,-117.8703,1.0,9.30,18,"Southern California"
uw,60529377,2,"Monday, May 13, 2013 18:21:58 UTC",45.1858,-122.6727,1.7,20.80,24,"Oregon"
uu,60023462,2,"Monday, May 13, 2013 18:15:16 UTC",39.4415,-111.2272,1.3,1.50, 8,"Utah"
hv,60499311,5,"Monday, May 13, 2013 18:07:41 UTC",19.2670,-155.5682,2.6,11.80,44,"Island of Hawaii, Hawaii"
nn,00411696,1,"Monday, May 13, 2013 17:34:10 UTC",38.1625,-118.2486,1.1,8.40,13,"Nevada"
ak,10714456,2,"Monday, May 13, 2013 17:23:19 UTC",62.2659,-151.4240,3.0,86.70,65,"Central Alaska"
nc,71990966,2,"Monday, May 13, 2013 17:22:42 UTC",41.0472,-123.3327,2.5,34.90,40,"Northern California"
uw,60529332,1,"Monday, May 13, 2013 17:13:59 UTC",45.6753,-122.7432,1.1,26.00,18,"Portland urban area, Washington"
ak,10717804,2,"Monday, May 13, 2013 17:13:18 UTC",62.8807,-152.1113,1.5,141.80,22,"Central Alaska"
nc,71990956,0,"Monday, May 13, 2013 16:58:49 UTC",37.4647,-118.6167,1.3,9.00,12,"Central California"
ak,10714437,2,"Monday, May 13, 2013 16:55:46 UTC",60.4668,-146.8677,1.9,3.00,29,"Southern Alaska"
uu,60023452,2,"Monday, May 13, 2013 16:46:23 UTC",41.8603,-112.3340,1.0,3.20,13,"Utah"
ci,15342057,3,"Monday, May 13, 2013 16:43:15 UTC",32.9005,-115.9392,1.2,6.30,19,"Southern California"
nn,00411677,1,"Monday, May 13, 2013 16:40:17 UTC",38.7718,-117.9497,2.2,9.80,11,"Nevada"
ci,15342049,2,"Monday, May 13, 2013 16:29:08 UTC",35.1465,-118.4002,1.1,0.00, 7,"Central California"
ci,15342041,3,"Monday, May 13, 2013 16:13:51 UTC",33.3762,-116.3545,1.0,6.60,39,"Southern California"
pr,13133004,0,"Monday, May 13, 2013 15:59:59 UTC",18.0685,-66.5960,1.5,1.00, 5,"Puerto Rico"
us,2013qdap,6,"Monday, May 13, 2013 15:46:45 UTC",48.5864,154.8717,4.5,54.10,24,"Kuril Islands"
ak,10714396,2,"Monday, May 13, 2013 15:33:02 UTC",60.3099,-151.6600,1.8,67.60,28,"Kenai Peninsula, Alaska"
nn,00411665,1,"Monday, May 13, 2013 14:52:51 UTC",38.7674,-117.9762,1.5,5.80,12,"Nevada"
us,2013qdan,6,"Monday, May 13, 2013 14:46:43 UTC",-6.5092,129.7021,4.7,158.60,44,"Banda Sea"
ak,10714384,3,"Monday, May 13, 2013 14:43:36 UTC",61.1403,-148.0768,1.0,0.00, 9,"Southern Alaska"
ak,10714383,2,"Monday, May 13, 2013 14:40:30 UTC",53.8544,-164.3339,2.4,57.90,16,"Unimak Island region, Alaska"
us,2013qdal,4,"Monday, May 13, 2013 14:39:27 UTC",34.0095,-37.5465,4.9,10.00,72,"northern Mid-Atlantic Ridge"
hv,60499281,2,"Monday, May 13, 2013 14:30:10 UTC",19.3728,-155.2398,1.9,3.60,20,"Island of Hawaii, Hawaii"
ak,10717799,2,"Monday, May 13, 2013 14:25:32 UTC",51.9507,-171.5999,2.7,21.60,11,"Fox Islands, Aleutian Islands, Alaska"
nn,00411661,1,"Monday, May 13, 2013 14:12:18 UTC",38.5062,-118.1921,1.5,8.20,13,"Nevada"
us,2013qdak,4,"Monday, May 13, 2013 13:59:29 UTC",36.7784,140.4999,4.6,29.00,63,"near the east coast of Honshu, Japan"
ak,10714373,2,"Monday, May 13, 2013 13:57:19 UTC",63.5863,-147.5424,1.2,1.30,20,"Central Alaska"
ak,10714371,3,"Monday, May 13, 2013 13:56:13 UTC",61.1585,-147.0079,1.3,0.00, 7,"Southern Alaska"
us,2013qdaj,6,"Monday, May 13, 2013 13:54:07 UTC",-7.9492,-79.9130,4.9,55.60,191,"near the coast of northern Peru"
nn,00411657,1,"Monday, May 13, 2013 13:25:50 UTC",38.9767,-118.7163,1.3,5.30,12,"Nevada"
ak,10714362,2,"Monday, May 13, 2013 13:21:40 UTC",59.5853,-152.9291,2.5,96.50,52,"Southern Alaska"
us,2013qdai,6,"Monday, May 13, 2013 13:21:10 UTC",-3.0032,130.1853,4.4,36.70,30,"Seram, Indonesia"
pr,13133003,0,"Monday, May 13, 2013 13:14:57 UTC",18.8570,-67.3300,2.4,6.00, 7,"Puerto Rico region"
nc,71990861,0,"Monday, May 13, 2013 13:06:21 UTC",38.8437,-122.8265,1.0,2.30,17,"Northern California"
ak,10717795,2,"Monday, May 13, 2013 13:03:53 UTC",58.7591,-153.8678,1.2,6.70, 9,"Kodiak Island region, Alaska"
ak,10714359,2,"Monday, May 13, 2013 12:57:36 UTC",61.5244,-148.7028,1.0,34.60,16,"Southern Alaska"
ak,10717792,2,"Monday, May 13, 2013 12:39:02 UTC",58.8084,-153.9993,1.6,8.40,15,"Kodiak Island region, Alaska"
ak,10714353,2,"Monday, May 13, 2013 12:33:50 UTC",63.2396,-150.3633,2.3,108.20,49,"Central Alaska"
nn,00411654,1,"Monday, May 13, 2013 12:33:07 UTC",38.9796,-118.7190,1.9,13.60,13,"Nevada"
pr,13133002,0,"Monday, May 13, 2013 12:09:29 UTC",17.8899,-67.3119,2.4,11.00, 5,"Puerto Rico region"
ak,10714348,2,"Monday, May 13, 2013 12:08:02 UTC",63.5855,-147.2146,1.0,0.40,19,"Central Alaska"
ak,10714345,2,"Monday, May 13, 2013 11:59:43 UTC",60.9369,-149.3286,1.2,29.40,25,"Kenai Peninsula, Alaska"
ak,10714344,2,"Monday, May 13, 2013 11:55:01 UTC",60.9840,-138.5032,2.0,10.30,18,"Southern Yukon Territory, Canada"
ci,15342001,4,"Monday, May 13, 2013 11:17:46 UTC",33.5160,-116.4488,1.5,9.20,55,"Southern California"
nc,71990806,2,"Monday, May 13, 2013 11:14:22 UTC",37.6032,-122.4552,2.3,9.80, 6,"San Francisco Bay area, California"
pr,13133001,0,"Monday, May 13, 2013 11:06:51 UTC",17.9925,-66.5371,1.3,15.00, 6,"Puerto Rico"
ak,10717786,2,"Monday, May 13, 2013 11:03:13 UTC",51.4292,-178.1991,1.6,13.30,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714335,2,"Monday, May 13, 2013 10:59:18 UTC",62.3165,-151.1532,2.6,86.50,65,"Central Alaska"
ak,10714333,2,"Monday, May 13, 2013 10:54:51 UTC",58.8552,-153.7286,2.1,8.10,23,"Kodiak Island region, Alaska"
pr,13133000,0,"Monday, May 13, 2013 10:21:44 UTC",19.4055,-64.1536,3.4,104.00, 5,"Virgin Islands region"
ak,10714327,2,"Monday, May 13, 2013 10:12:18 UTC",61.7155,-150.1125,1.4,45.10,26,"Southern Alaska"
ci,15341993,3,"Monday, May 13, 2013 10:10:46 UTC",33.8332,-117.8695,1.1,8.30,28,"Greater Los Angeles area, California"
ak,10714323,2,"Monday, May 13, 2013 09:59:07 UTC",62.9703,-149.7074,1.1,74.40,17,"Central Alaska"
ak,10717781,2,"Monday, May 13, 2013 09:40:16 UTC",58.8627,-153.7238,1.5,9.70,16,"Kodiak Island region, Alaska"
ak,10714318,2,"Monday, May 13, 2013 09:31:46 UTC",59.9464,-153.1823,2.1,117.80,38,"Southern Alaska"
ak,10717779,2,"Monday, May 13, 2013 09:29:44 UTC",58.8536,-153.6312,1.4,4.20,12,"Kodiak Island region, Alaska"
ak,10717778,2,"Monday, May 13, 2013 09:28:27 UTC",58.8217,-153.6002,1.5,1.40,12,"Kodiak Island region, Alaska"
ak,10717777,2,"Monday, May 13, 2013 09:28:02 UTC",53.8203,-164.1172,2.4,25.60,14,"Unimak Island region, Alaska"
nc,71990761,3,"Monday, May 13, 2013 09:26:47 UTC",38.8043,-122.7913,1.9,0.90,63,"Northern California"
ak,10714312,2,"Monday, May 13, 2013 08:43:56 UTC",60.8612,-149.9754,1.9,40.40,37,"Kenai Peninsula, Alaska"
ak,10717775,2,"Monday, May 13, 2013 08:31:33 UTC",58.6834,-154.9214,1.8,134.30,13,"Alaska Peninsula"
uu,60023442,4,"Monday, May 13, 2013 08:17:05 UTC",37.1002,-112.1255,2.2,17.00,19,"Utah"
ak,10717774,2,"Monday, May 13, 2013 08:10:56 UTC",58.1421,-154.2151,1.5,14.60, 8,"Alaska Peninsula"
ak,10714308,2,"Monday, May 13, 2013 08:05:45 UTC",63.1184,-151.4862,1.1,0.90,13,"Central Alaska"
nc,71990736,4,"Monday, May 13, 2013 08:04:46 UTC",37.0965,-121.1317,1.2,4.80,26,"Central California"
nn,00411647,1,"Monday, May 13, 2013 07:43:33 UTC",36.0692,-115.1372,2.3,12.60,12,"Las Vegas urban area, Nevada"
nc,71990721,3,"Monday, May 13, 2013 07:20:07 UTC",39.3657,-122.8622,1.2,9.30,15,"Northern California"
hv,60499196,1,"Monday, May 13, 2013 07:14:32 UTC",19.3987,-155.4933,1.7,9.90,27,"Island of Hawaii, Hawaii"
ak,10714222,3,"Monday, May 13, 2013 06:11:40 UTC",60.8299,-151.8021,3.1,76.50,78,"Kenai Peninsula, Alaska"
nc,71990706,3,"Monday, May 13, 2013 06:03:20 UTC",36.9520,-120.2700,1.9,18.20,17,"Central California"
ak,10717770,2,"Monday, May 13, 2013 05:50:33 UTC",52.0115,-171.6021,2.4,16.10, 9,"Fox Islands, Aleutian Islands, Alaska"
uw,60529147,3,"Monday, May 13, 2013 05:47:09 UTC",47.7493,-120.2003,2.2,3.50,23,"Washington"
ci,15341913,3,"Monday, May 13, 2013 05:45:51 UTC",34.1013,-117.4767,1.1,6.70,37,"Greater Los Angeles area, California"
nn,00411642,1,"Monday, May 13, 2013 05:37:02 UTC",36.7284,-116.2491,1.2,2.70,19,"Nevada"
ak,10717769,2,"Monday, May 13, 2013 05:34:11 UTC",58.8023,-154.0200,1.5,7.70,12,"Alaska Peninsula"
nc,71990691,2,"Monday, May 13, 2013 05:25:18 UTC",37.6455,-119.3823,1.4,0.00,28,"Central California"
nm,051313a,A,"Monday, May 13, 2013 05:18:32 UTC",36.3523,-89.5482,1.6,10.40,19,"southeastern Missouri"
ak,10717768,2,"Monday, May 13, 2013 05:17:00 UTC",58.8622,-153.6118,1.3,0.90, 9,"Kodiak Island region, Alaska"
ak,10714211,2,"Monday, May 13, 2013 05:12:13 UTC",51.2469,-177.9003,2.5,23.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60499181,1,"Monday, May 13, 2013 05:08:45 UTC",19.2118,-155.5380,2.4,38.10,37,"Island of Hawaii, Hawaii"
ak,10717766,2,"Monday, May 13, 2013 05:06:48 UTC",58.8562,-153.7057,1.1,10.20, 8,"Kodiak Island region, Alaska"
us,c000gv4w,B,"Monday, May 13, 2013 04:58:05 UTC",-19.8717,-177.7786,4.6,548.80,81,"Fiji region"
ak,10714205,2,"Monday, May 13, 2013 04:40:14 UTC",58.8632,-153.6341,2.1,1.10,21,"Kodiak Island region, Alaska"
ak,10717764,2,"Monday, May 13, 2013 04:24:16 UTC",63.2416,-150.6987,1.1,125.90,13,"Central Alaska"
ak,10717763,2,"Monday, May 13, 2013 04:10:35 UTC",58.8223,-153.6584,1.7,8.30,14,"Kodiak Island region, Alaska"
mb,13121210,2,"Monday, May 13, 2013 04:10:09 UTC",45.1295,-111.6978,1.0,1.50, 8,"western Montana"
ak,10717761,2,"Monday, May 13, 2013 04:00:48 UTC",58.9189,-153.8259,1.3,4.10, 9,"Kodiak Island region, Alaska"
ak,10717760,2,"Monday, May 13, 2013 03:54:11 UTC",58.8565,-153.7035,1.5,9.40,10,"Kodiak Island region, Alaska"
nc,71990666,0,"Monday, May 13, 2013 03:53:10 UTC",38.8345,-122.8080,1.2,2.80,20,"Northern California"
hv,60499166,1,"Monday, May 13, 2013 03:41:33 UTC",19.0938,-155.4737,1.9,29.70,21,"Island of Hawaii, Hawaii"
ak,10717759,2,"Monday, May 13, 2013 03:37:03 UTC",58.8590,-153.6971,1.8,8.80,16,"Kodiak Island region, Alaska"
ak,10717758,2,"Monday, May 13, 2013 03:36:30 UTC",51.3109,-176.0746,1.5,17.50, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10717757,2,"Monday, May 13, 2013 03:34:31 UTC",52.2244,-171.7729,2.5,7.20,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10714197,2,"Monday, May 13, 2013 03:30:12 UTC",58.8963,-153.7814,1.8,8.20,17,"Kodiak Island region, Alaska"
ak,10714196,2,"Monday, May 13, 2013 03:25:04 UTC",51.9913,-173.8219,2.0,13.40,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714194,3,"Monday, May 13, 2013 03:23:25 UTC",62.0652,-150.5600,1.5,10.30,19,"Central Alaska"
ak,10717753,2,"Monday, May 13, 2013 03:14:46 UTC",52.2641,-173.1081,1.8,6.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714192,2,"Monday, May 13, 2013 03:14:19 UTC",58.8484,-153.6344,2.0,2.40,17,"Kodiak Island region, Alaska"
